שם מוצר,מחיר מוצר,שנה,חודש,ספירת כפולים,מחיר לקילו/100 גרם/ ליטר,מספר החנות,שינוי מחיר באחוזים,כמות המוצרים שהמחיר השתנה,השינוי במחיר בממוצע לכלל המוצרים בכלל הסניפים
קובה חמוסטה ש.האופים,16.9,2021,8,2,16.9,1,no,,
קובה חמוסטה ש.האופים,16.9,2021,8,1,16.9,3,no,,
קובה חמוסטה ש.האופים,16.9,2021,8,2,16.9,6,no,,
קובה חמוסטה ש.האופים,16.9,2021,8,1,16.9,10,no,,
קובה חמוסטה ש.האופים,16.9,2021,8,1,16.9,13,no,,
קובה חמוסטה ש.האופים,16.9,2021,8,1,16.9,20,no,,
קובה חמוסטה ש.האופים,16.9,2021,8,1,16.9,28,no,,
קובה למרק אלקיים 800,19.9,2015,1,4,2.49,1,no,,
קובה למרק אלקיים 800,19.9,2015,1,1,2.49,3,no,,
קובה למרק אלקיים 800,19.9,2015,1,2,2.49,6,no,,
קובה למרק אלקיים 800,19.9,2015,1,1,2.49,10,no,,
קובה למרק אלקיים 800,19.9,2015,1,1,2.49,13,no,,
קובה למרק אלקיים 800,19.9,2015,1,1,2.49,20,no,,
קובה למרק אלקיים 800,19.9,2015,1,1,2.49,28,no,,
קובה למרק ש.האופים 1,16.9,2021,8,4,16.9,1,no,,
קובה למרק ש.האופים 1,16.9,2021,8,1,16.9,3,no,,
קובה למרק ש.האופים 1,16.9,2021,8,2,16.9,6,no,,
קובה למרק ש.האופים 1,16.9,2021,8,1,16.9,9,no,,
קובה למרק ש.האופים 1,16.9,2021,8,1,16.9,10,no,,
קובה למרק ש.האופים 1,16.9,2021,8,1,16.9,20,no,,
קובה למרק ש.האופים 1,16.9,2021,8,1,16.9,28,no,,
קובו,29.9,2019,2,1,29.9,10,no,,
קוביות אנטיפסטי להקפ,19.9,2020,3,1,3.32,10,no,,
קוביות אנטיפסטי להקפ,19.9,2020,3,1,3.32,13,no,,
קוביות אפיפית בציפוי,9.9,2021,6,4,9.9,1,no,,
קוביות אפיפית בציפוי,9.9,2021,6,2,9.9,6,no,,
קוביות אפיפית בציפוי,9.9,2021,6,1,9.9,9,no,,
קוביות אפיפית בציפוי,7.9,2021,6,1,7.9,10,no,,
קוביות אפיפית בציפוי,9.9,2021,6,1,9.9,13,no,,
קוביות אפיפית בציפוי,9.9,2021,6,1,9.9,28,no,,
קוביות חציל בטחינה ה,8.9,2022,1,4,3.56,1,no,,
קוביות חציל בטחינה ה,8.9,2022,1,1,3.56,9,no,,
קוביות חציל בטחינה ה,8.9,2022,1,1,3.56,10,no,,
קוביות חציל בטחינה ה,8.9,2022,1,1,3.56,13,no,,
קוביות חציל בטחינה ה,8.9,2022,1,1,3.56,28,no,,
קוביות לאבנה/ פטה ני,12.9,2017,5,4,6.45,1,no,,
קוביות לאבנה/ פטה ני,12.9,2017,5,1,6.45,3,no,,
קוביות לאבנה/ פטה ני,12.9,2017,5,1,6.45,9,no,,
קוביות לאבנה/ פטה ני,12.9,2017,5,1,6.45,10,no,,
קוביות לאבנה/ פטה ני,12.9,2017,5,1,6.45,28,no,,
קוביות סלק פרי מבורך,7.9,2021,8,4,1.44,1,no,,
קוביות סלק פרי מבורך,7.9,2021,8,1,1.44,3,no,,
קוביות סלק פרי מבורך,7.9,2021,8,1,1.44,9,no,,
קוביות סלק פרי מבורך,7.9,2021,8,1,1.44,10,no,,
קוביות סלק פרי מבורך,7.9,2021,8,1,1.44,13,no,,
קוביות סלק פרי מבורך,7.9,2021,8,1,1.44,20,no,,
קוביות סלק פרי מבורך,7.9,2021,8,1,1.44,28,no,,
קוביות סלק שמיר גורמ,10.9,2021,10,4,5.45,1,no,,
קוביות סלק שמיר גורמ,10.9,2021,10,1,5.45,3,no,,
קוביות סלק שמיר גורמ,10.9,2021,10,1,5.45,9,no,,
קוביות סלק שמיר גורמ,10.9,2021,10,1,5.45,10,no,,
קוביות סלק שמיר גורמ,10.9,2021,10,1,5.45,13,no,,
קוביות סלק שמיר גורמ,10.9,2021,10,1,5.45,20,no,,
קוביות סלק שמיר גורמ,10.9,2021,10,1,5.45,28,no,,
קוביות עגבניות אורגנ,39.9,2021,4,2,12.13,6,no,,
קוביות עגבניות אורגנ,31.9,2021,4,1,9.7,9,no,,
קוביות עגבניות אורגנ,5.9,2021,8,1,1.44,9,-0.851546392,,
קוביות עגבניות אורגנ,39.9,2021,4,1,12.13,10,no,,
קוביות עגבניות אורגנ,5.9,2021,8,1,1.44,10,-0.881286068,,
קוביות עגבניות אורגנ,5.9,2021,8,1,1.44,13,no,,
קוביות עגבניות אורגנ,5.9,2021,8,1,1.44,20,no,,
קוביות עגבניות אורגנ,5.9,2021,8,1,1.44,28,no,,
קוביות שמרים טריים ש,3.3,2018,7,4,6.6,1,no,,
קוביות שמרים טריים ש,2.9,2018,7,1,5.8,3,no,,
קוביות שמרים טריים ש,2.9,2018,7,1,5.8,9,no,,
קוביות שמרים טריים ש,2.9,2018,7,1,5.8,10,no,,
קוביות שמרים טריים ש,3.3,2018,7,1,6.6,13,no,,
קוביות שמרים טריים ש,3.3,2018,7,1,6.6,20,no,,
קוגל 2 שכבות תכל'ס,18.9,2021,11,1,0,3,no,,
קוגל 2 שכבות תכל'ס,18.9,2021,11,1,0,28,no,,
קוגל 3 שכבות תכל'ס,19.9,2021,10,1,0,3,no,,
קוגל 3 שכבות תכל'ס,19.9,2021,10,1,0,9,no,,
קוגל 3 שכבות תכל'ס,19.9,2021,10,1,0,10,no,,
קוגל אטריות,12.9,2020,9,1,0,3,no,,
קוגל אטריות,12.9,2020,9,2,0,6,no,,
קוגל אטריות,12.9,2020,9,1,0,9,no,,
קוגל אטריות,12.9,2020,9,1,0,10,no,,
קוגל אטריות,14.9,2020,9,1,0,20,no,,
קוגל אטריות,12.9,2020,9,1,0,28,no,,
קוגל אטריות משולשים,12.9,2020,11,1,2.87,3,no,,
קוגל אטריות משולשים,11.9,2020,11,1,2.64,9,no,,
קוגל אטריות משולשים,12.9,2020,11,1,2.87,10,no,,
קוגל אטריות משולשים,12.9,2020,11,1,2.87,28,no,,
"קוגל תפו""א ואטריות",12.9,2020,9,1,0,3,no,,
"קוגל תפו""א ואטריות",12.9,2020,9,2,0,6,no,,
"קוגל תפו""א ואטריות",12.9,2020,9,1,0,9,no,,
"קוגל תפו""א ואטריות",12.9,2020,9,1,0,10,no,,
"קוגל תפו""א ואטריות",14.9,2020,9,1,0,20,no,,
"קוגל תפו""א ואטריות",12.9,2020,9,1,0,28,no,,
קוואקר אריזת חסכון 4,39.9,2021,4,2,8.83,6,no,,
קוואקר אריזת חסכון 4,79.9,2021,4,1,17.68,9,no,,
קוואקר אריזת חסכון 4,29.9,2021,4,1,6.61,10,no,,
קוואקר אריזת חסכון 4,59.9,2021,4,1,13.25,13,no,,
קוואקר אריזת חסכון 4,49.9,2021,4,1,11.04,20,no,,
קוואקר אריזת חסכון 4,79.9,2021,4,1,17.68,28,no,,
קוואקר מובחרים מן הט,4.9,2021,2,4,0.7,1,no,,
קוואקר מובחרים מן הט,4.9,2021,2,1,0.7,3,no,,
קוואקר מובחרים מן הט,4.9,2021,2,2,0.7,6,no,,
קוואקר מובחרים מן הט,4.9,2021,2,1,0.7,9,no,,
קוואקר מובחרים מן הט,4.9,2021,2,1,0.7,10,no,,
קוואקר מובחרים מן הט,4.9,2021,2,1,0.7,13,no,,
קוואקר מובחרים מן הט,4.9,2021,2,1,0.7,20,no,,
קוואקר סלקטד 700 גרם,9.9,2015,1,1,1.41,3,no,,
קוואקר סלקטד 700 גרם,9.9,2015,1,1,1.41,9,no,,
קוואקר סלקטד 700 גרם,9.9,2015,1,1,1.41,28,no,,
קוטג 1% תנובה 250 גר,5.5,2016,2,4,2.2,1,no,,
קוטג 1% תנובה 250 גר,5.2,2016,2,1,2.08,3,no,,
קוטג 1% תנובה 250 גר,5.5,2016,2,2,2.2,6,no,,
קוטג 1% תנובה 250 גר,5.5,2016,2,1,2.2,9,no,,
קוטג 1% תנובה 250 גר,5.4,2016,2,1,2.16,10,no,,
קוטג 1% תנובה 250 גר,5.5,2016,2,1,2.2,13,no,,
קוטג 1% תנובה 250 גר,5.5,2016,2,1,2.2,20,no,,
קוטג 1% תנובה 250 גר,5.1,2016,2,1,2.04,28,no,,
קוטג 3% טרה 250 גרם,5.7,2015,7,4,2.28,1,no,,
קוטג 3% טרה 250 גרם,4.9,2015,7,1,1.96,3,no,,
קוטג 3% טרה 250 גרם,5.7,2015,7,2,2.28,6,no,,
קוטג 3% טרה 250 גרם,4.9,2015,7,1,1.96,9,no,,
קוטג 3% טרה 250 גרם,5.3,2015,7,1,2.12,10,no,,
קוטג 3% טרה 250 גרם,5.7,2015,7,1,2.28,13,no,,
קוטג 3% טרה 250 גרם,5.7,2015,7,1,2.28,20,no,,
קוטג 3% טרה 250 גרם,4.9,2015,7,1,1.96,28,no,,
קוטג 3% תנובה 250 גר,5.5,2016,2,4,2.2,1,no,,
קוטג 3% תנובה 250 גר,5.2,2016,2,1,2.08,3,no,,
קוטג 3% תנובה 250 גר,5.5,2016,2,2,2.2,6,no,,
קוטג 3% תנובה 250 גר,5.5,2016,2,1,2.2,9,no,,
קוטג 3% תנובה 250 גר,5.4,2016,2,1,2.16,10,no,,
קוטג 3% תנובה 250 גר,5.5,2016,2,1,2.2,13,no,,
קוטג 3% תנובה 250 גר,5.5,2016,2,1,2.2,20,no,,
קוטג 3% תנובה 250 גר,5.1,2016,2,1,2.04,28,no,,
קוטג 5% טרה 250 גרם,5.7,2015,7,4,2.28,1,no,,
קוטג 5% טרה 250 גרם,4.9,2015,7,1,1.96,3,no,,
קוטג 5% טרה 250 גרם,5.7,2015,7,2,2.28,6,no,,
קוטג 5% טרה 250 גרם,4.9,2015,7,1,1.96,9,no,,
קוטג 5% טרה 250 גרם,5.3,2015,7,1,2.12,10,no,,
קוטג 5% טרה 250 גרם,5.7,2015,7,1,2.28,13,no,,
קוטג 5% טרה 250 גרם,5.7,2015,7,1,2.28,20,no,,
קוטג 5% טרה 250 גרם,4.9,2015,7,1,1.96,28,no,,
קוטג 5% טרה 375 גרם,7.9,2017,3,4,2.11,1,no,,
קוטג 5% טרה 375 גרם,6.9,2017,3,1,1.84,3,no,,
קוטג 5% טרה 375 גרם,7.9,2017,3,2,2.11,6,no,,
קוטג 5% טרה 375 גרם,6.9,2017,3,1,1.84,9,no,,
קוטג 5% טרה 375 גרם,6.9,2017,3,1,1.84,10,no,,
קוטג 5% טרה 375 גרם,7.9,2017,3,1,2.11,13,no,,
קוטג 5% טרה 375 גרם,7.9,2017,3,1,2.11,20,no,,
קוטג 5% טרה 375 גרם,6.9,2017,3,1,1.84,28,no,,
קוטג 5% שטראוס 250 ג,5.8,2015,1,4,2.32,1,no,,
קוטג 5% שטראוס 250 ג,5.6,2015,1,1,2.24,3,no,,
קוטג 5% שטראוס 250 ג,5.8,2015,1,2,2.32,6,no,,
קוטג 5% שטראוס 250 ג,5.6,2015,1,1,2.24,9,no,,
קוטג 5% שטראוס 250 ג,5.6,2015,1,1,2.24,10,no,,
קוטג 5% שטראוס 250 ג,5.8,2015,1,1,2.32,13,no,,
קוטג 5% שטראוס 250 ג,5.8,2015,1,1,2.32,20,no,,
קוטג 5% שטראוס 250 ג,5.8,2015,1,1,2.32,28,no,,
קוטג 5% תנובה 250 גר,5.5,2016,2,4,2.2,1,no,,
קוטג 5% תנובה 250 גר,5.2,2016,2,1,2.08,3,no,,
קוטג 5% תנובה 250 גר,5.5,2016,2,4,2.2,6,no,,
קוטג 5% תנובה 250 גר,5.5,2016,2,2,2.2,9,no,,
קוטג 5% תנובה 250 גר,5.4,2016,2,1,2.16,10,no,,
קוטג 5% תנובה 250 גר,5.5,2016,2,1,2.2,13,no,,
קוטג 5% תנובה 250 גר,5.5,2016,2,1,2.2,13,0,,
קוטג 5% תנובה 250 גר,5.5,2016,2,1,2.2,20,no,,
קוטג 5% תנובה 250 גר,5.1,2016,2,1,2.04,28,no,,
קוטג 5% תנובה 250 גר,5.1,2016,2,1,2.04,28,0,,
קוטג 9% תנובה 250 גר,5.5,2016,2,2,2.2,1,no,,
קוטג 9% תנובה 250 גר,5.5,2016,2,4,2.2,1,0,,
קוטג 9% תנובה 250 גר,5.2,2016,2,1,2.08,3,no,,
קוטג 9% תנובה 250 גר,5.2,2016,2,1,2.08,3,0,,
קוטג 9% תנובה 250 גר,5.5,2016,2,3,2.2,6,no,,
קוטג 9% תנובה 250 גר,5.5,2016,2,1,2.2,9,no,,
קוטג 9% תנובה 250 גר,5.4,2016,2,1,2.16,10,no,,
קוטג 9% תנובה 250 גר,5.5,2016,2,1,2.2,13,no,,
קוטג 9% תנובה 250 גר,5.5,2016,2,1,2.2,13,0,,
קוטג 9% תנובה 250 גר,5.5,2016,2,1,2.2,20,no,,
קוטג 9% תנובה 250 גר,5.1,2016,2,1,2.04,28,no,,
קוטג 9% תנובה 250 גר,5.1,2016,2,1,2.04,28,0,,
קוטג בקטנה  5% תנובה,2.5,2021,2,4,2.5,1,no,,
קוטג בקטנה  5% תנובה,2.5,2021,2,1,2.5,3,no,,
קוטג בקטנה  5% תנובה,2.5,2021,2,2,2.5,6,no,,
קוטג בקטנה  5% תנובה,2.5,2021,2,1,2.5,9,no,,
קוטג בקטנה  5% תנובה,2.5,2021,2,1,2.5,10,no,,
קוטג בקטנה  5% תנובה,2.5,2021,2,1,2.5,13,no,,
קוטג בקטנה  5% תנובה,2.5,2021,2,1,2.5,20,no,,
קוטג בקטנה  5% תנובה,2.5,2021,2,1,2.5,28,no,,
קוטג בקטנה  9% תנובה,2.5,2021,2,4,2.5,1,no,,
קוטג בקטנה  9% תנובה,2.5,2021,2,1,2.5,3,no,,
קוטג בקטנה  9% תנובה,2.5,2021,2,2,2.5,6,no,,
קוטג בקטנה  9% תנובה,2.5,2021,2,1,2.5,9,no,,
קוטג בקטנה  9% תנובה,2.5,2021,2,1,2.5,10,no,,
קוטג בקטנה  9% תנובה,2.5,2021,2,1,2.5,13,no,,
קוטג בקטנה  9% תנובה,2.5,2021,2,1,2.5,20,no,,
קוטג בקטנה  9% תנובה,2.5,2021,2,1,2.5,28,no,,
קוטג עם זיתים 5% תנו,5.8,2015,1,4,2.32,1,no,,
קוטג עם זיתים 5% תנו,5.8,2015,1,1,2.32,3,no,,
קוטג עם זיתים 5% תנו,5.8,2015,1,2,2.32,6,no,,
קוטג עם זיתים 5% תנו,5.7,2015,1,1,2.28,9,no,,
קוטג עם זיתים 5% תנו,5.6,2015,1,1,2.24,10,no,,
קוטג עם זיתים 5% תנו,5.6,2015,1,1,2.24,13,no,,
קוטג עם זיתים 5% תנו,5.8,2015,1,1,2.32,20,no,,
קוטג עם זיתים 5% תנו,5.6,2015,1,1,2.24,28,no,,
קוטג עם שום שמיר 5%,5.8,2015,1,4,2.32,1,no,,
קוטג עם שום שמיר 5%,5.8,2015,1,1,2.32,3,no,,
קוטג עם שום שמיר 5%,5.8,2015,1,2,2.32,6,no,,
קוטג עם שום שמיר 5%,5.7,2015,1,1,2.28,9,no,,
קוטג עם שום שמיר 5%,5.6,2015,1,1,2.24,10,no,,
קוטג עם שום שמיר 5%,5.6,2015,1,1,2.24,13,no,,
קוטג עם שום שמיר 5%,5.8,2015,1,1,2.32,20,no,,
קוטג עם שום שמיר 5%,5.6,2015,1,1,2.24,28,no,,
קוטל K2000 ללא ריח ס,28.9,2015,1,1,3.85,3,no,,
קוטל K2000 ללא ריח ס,28.9,2015,1,1,3.85,6,no,,
קוטל K2000 ללא ריח ס,28.9,2015,1,1,3.85,9,no,,
קוטל K2000 ללא ריח ס,28.9,2015,1,1,3.85,10,no,,
קוטל K2000 ללא ריח ס,28.9,2015,1,1,3.85,13,no,,
קוטל K2000 ללא ריח ס,28.9,2015,1,1,3.85,20,no,,
קוטל K2000 ללא ריח ס,28.9,2015,1,1,3.85,28,no,,
"קוטל K300 סנו 630 מ""",19.9,2015,9,4,3.16,1,no,,
"קוטל K300 סנו 630 מ""",17.9,2015,9,1,2.84,3,no,,
"קוטל K300 סנו 630 מ""",19.9,2015,9,2,3.16,6,no,,
"קוטל K300 סנו 630 מ""",19.9,2015,9,1,3.16,9,no,,
"קוטל K300 סנו 630 מ""",17.9,2015,9,1,2.84,10,no,,
"קוטל K300 סנו 630 מ""",19.9,2015,9,1,3.16,13,no,,
"קוטל K300 סנו 630 מ""",19.9,2015,9,1,3.16,20,no,,
"קוטל K300 סנו 630 מ""",17.9,2015,9,1,2.84,28,no,,
קוטל K300 פלוס 8 סנו,19.9,2019,1,2,4.97,6,no,,
קוטל K300 פלוס 8 סנו,17.9,2019,1,1,4.47,9,no,,
קוטל K300 פלוס 8 סנו,17.9,2015,9,1,4.47,10,no,,
קוטל K300 פלוס 8 סנו,19.9,2019,1,1,4.97,13,no,,
קוטל K300 פלוס 8 סנו,19.9,2019,1,1,4.97,20,no,,
קוטל K300 פלוס 8 סנו,17.9,2019,1,1,4.47,28,no,,
קוטל K500 נמלים סנו,19.9,2015,9,1,4.97,3,no,,
קוטל K500 נמלים סנו,19.9,2015,9,2,4.97,6,no,,
קוטל K500 נמלים סנו,19.9,2015,9,1,4.97,9,no,,
קוטל K500 נמלים סנו,18.9,2015,9,1,4.72,10,no,,
קוטל K500 נמלים סנו,19.9,2015,9,1,4.97,13,no,,
קוטל K500 נמלים סנו,18.9,2015,9,1,4.72,28,no,,
"קוטל K600 סנו 500 מ""",19.9,2015,9,2,3.98,1,no,,
"קוטל K600 סנו 500 מ""",17.9,2015,9,1,3.58,3,no,,
"קוטל K600 סנו 500 מ""",19.9,2015,9,2,3.98,6,no,,
"קוטל K600 סנו 500 מ""",19.9,2015,9,1,3.98,9,no,,
"קוטל K600 סנו 500 מ""",19.9,2015,9,1,3.98,10,no,,
"קוטל K600 סנו 500 מ""",19.9,2015,9,1,3.98,13,no,,
"קוטל K600 סנו 500 מ""",17.9,2015,9,1,3.58,28,no,,
קולור קאצר 20 דפים ל,14.9,2019,9,4,0,1,no,,
קולור קאצר 20 דפים ל,18.9,2019,9,1,0,3,no,,
קולור קאצר 20 דפים ל,18.9,2019,9,2,0,6,no,,
קולור קאצר 20 דפים ל,14.9,2019,9,1,0,9,no,,
קולור קאצר 20 דפים ל,11.9,2019,9,1,0,10,no,,
קולור קאצר 20 דפים ל,18.9,2019,9,1,0,13,no,,
קולור קאצר 20 דפים ל,18.9,2019,9,1,0,20,no,,
קולור קאצר 20 דפים ל,18.9,2019,9,1,0,28,no,,
קולורבי,6.9,2021,2,4,6.9,1,no,,
קולורבי,6.9,2021,2,1,6.9,3,no,,
קולורבי,6.9,2021,2,1,6.9,6,no,,
קולורבי,8.9,2021,2,1,8.9,6,0.289855072,,
קולורבי,7.9,2021,2,1,7.9,9,no,,
קולורבי,6.9,2021,2,1,6.9,10,no,,
קולורבי,6.9,2021,2,1,6.9,13,no,,
קולורבי,8.9,2021,2,1,8.9,20,no,,
קולורבי,8.9,2021,2,1,8.9,28,no,,
קולורבי סגול,4.9,2021,2,2,4.9,1,no,,
קולורבי סגול,7.9,2021,2,1,7.9,9,no,,
קולורבי סגול,6.9,2021,2,1,6.9,10,no,,
קולורבי סגול,7.9,2021,2,1,7.9,28,no,,
"קולסלאו 1 ק""ג",14.9,2021,11,1,14.9,3,no,,
"קולסלאו 1 ק""ג",14.9,2021,11,2,14.9,6,no,,
"קולסלאו 1 ק""ג",14.9,2021,11,1,14.9,9,no,,
"קולסלאו 1 ק""ג",14.9,2021,11,1,14.9,10,no,,
"קולסלאו 1 ק""ג",14.9,2021,11,1,14.9,13,no,,
"קולסלאו 1 ק""ג",14.9,2021,11,1,14.9,20,no,,
"קולסלאו 1 ק""ג",14.9,2021,11,1,14.9,28,no,,
"קולסלאו 1 ק""ג",14.9,2021,11,1,14.9,28,0,,
קולסלאו 400 גרם,11.9,2021,11,4,3.97,1,no,,
קולסלאו 400 גרם,11.9,2021,11,1,3.97,3,no,,
קולסלאו 400 גרם,11.9,2021,11,2,3.97,6,no,,
קולסלאו 400 גרם,11.9,2021,11,1,3.97,9,no,,
קולסלאו 400 גרם,11.9,2021,11,1,3.97,10,no,,
קולסלאו 400 גרם,11.9,2021,11,1,3.97,13,no,,
קולסלאו 400 גרם,11.9,2021,11,1,3.97,20,no,,
קולסלאו 400 גרם,11.9,2021,11,1,3.97,28,no,,
קולסלאו אחלה 500 גרם,14.9,2015,1,4,2.98,1,no,,
קולסלאו אחלה 500 גרם,11.9,2015,1,1,2.38,3,no,,
קולסלאו אחלה 500 גרם,14.9,2015,1,2,2.98,6,no,,
קולסלאו אחלה 500 גרם,14.9,2015,1,1,2.98,9,no,,
קולסלאו אחלה 500 גרם,14.9,2015,1,1,2.98,10,no,,
קולסלאו אחלה 500 גרם,14.9,2015,1,1,2.98,13,no,,
קולסלאו אחלה 500 גרם,14.9,2015,1,1,2.98,20,no,,
קולסלאו אחלה 500 גרם,14.9,2015,1,1,2.98,28,no,,
קומפלקס ויטמין B אקס,59.9,2021,10,1,0,20,no,,
קומפלקס ויטמין B אקס,59.9,2021,10,1,0,28,no,,
"קוניאק דופוי 700 מ""ל",119.9,2020,2,1,17.13,10,no,,
"קוניאק דופוי 700 מ""ל",119.9,2020,2,1,17.13,20,no,,
קונכיות בצק למילוי ש,16.9,2021,8,1,2.7,6,no,,
קונכיות בצק למילוי ש,16.9,2021,8,1,2.7,10,no,,
קונפי הודו ואווז זוג,24.9,2021,3,4,24.9,1,no,,
קונפי הודו ואווז זוג,24.9,2021,3,1,24.9,10,no,,
קונפי הודו ואווז זוג,24.9,2021,3,1,24.9,13,no,,
קונפיטורה אפרסק 70%,11.9,2017,6,4,2.64,1,no,,
קונפיטורה אפרסק 70%,11.9,2017,6,1,2.64,3,no,,
קונפיטורה אפרסק 70%,11.9,2017,6,1,2.64,9,no,,
קונפיטורה אפרסק 70%,11.9,2017,6,1,2.64,10,no,,
קונפיטורה אפרסק 70%,11.9,2017,6,1,2.64,13,no,,
קונפיטורה דובדבן 70%,11.9,2017,6,1,2.64,3,no,,
קונפיטורה דובדבן 70%,11.9,2017,6,1,2.64,6,no,,
קונפיטורה דובדבן 70%,11.9,2017,6,1,2.64,9,no,,
קונפיטורה דובדבן 70%,11.9,2017,6,1,2.64,10,no,,
קונפיטורה דובדבן 70%,11.9,2017,6,1,2.64,13,no,,
קונפיטורה דובדבן יד,12.9,2017,7,2,3.79,1,no,,
קונפיטורה דובדבן יד,12.9,2017,7,1,3.79,3,no,,
קונפיטורה דובדבן יד,12.9,2017,7,2,3.79,6,no,,
קונפיטורה דובדבן יד,12.9,2017,7,1,3.79,9,no,,
קונפיטורה דובדבן יד,12.9,2017,7,1,3.79,10,no,,
קונפיטורה דובדבן יד,12.9,2017,6,1,3.79,13,no,,
קונפיטורה דובדבן יד,12.9,2017,7,1,3.79,20,no,,
קונפיטורה דובדבן יד,11.9,2017,7,1,3.5,28,no,,
קונפיטורה משמש 70% פ,11.9,2017,6,2,2.64,1,no,,
קונפיטורה משמש 70% פ,11.9,2017,6,1,2.64,3,no,,
קונפיטורה משמש 70% פ,11.9,2017,6,1,2.64,9,no,,
קונפיטורה משמש 70% פ,11.9,2017,6,1,2.64,10,no,,
קונפיטורה משמש 70% פ,11.9,2017,6,1,2.64,13,no,,
קונפיטורה משמש 70% פ,11.9,2017,6,1,2.64,20,no,,
קונפיטורה משמש יד מר,12.9,2017,6,4,3.79,1,no,,
קונפיטורה משמש יד מר,12.9,2017,6,1,3.79,3,no,,
קונפיטורה משמש יד מר,12.9,2017,6,2,3.79,6,no,,
קונפיטורה משמש יד מר,12.9,2017,6,1,3.79,9,no,,
קונפיטורה משמש יד מר,12.9,2017,6,1,3.79,10,no,,
קונפיטורה משמש יד מר,12.9,2017,6,1,3.79,13,no,,
קונפיטורה משמש יד מר,12.9,2017,6,1,3.79,20,no,,
קונפיטורה משמש יד מר,11.9,2017,6,1,3.5,28,no,,
קונפיטורה פירות יער,12.9,2021,1,4,3.79,1,no,,
קונפיטורה פירות יער,12.9,2021,1,1,3.79,3,no,,
קונפיטורה פירות יער,12.9,2021,1,1,3.79,9,no,,
קונפיטורה פירות יער,12.9,2021,1,1,3.79,28,no,,
קונפיטורה שזיפים 70%,11.9,2017,6,4,2.64,1,no,,
קונפיטורה שזיפים 70%,11.9,2017,6,1,2.64,3,no,,
קונפיטורה שזיפים 70%,11.9,2017,6,2,2.64,6,no,,
קונפיטורה שזיפים 70%,11.9,2017,6,1,2.64,9,no,,
קונפיטורה שזיפים 70%,11.9,2017,6,1,2.64,10,no,,
קונפיטורה שזיפים 70%,11.9,2017,6,1,2.64,13,no,,
קונפיטורה שזיפים 70%,11.9,2017,6,1,2.64,20,no,,
קונפיטורה תות יד מרד,12.9,2017,8,4,3.79,1,no,,
קונפיטורה תות יד מרד,12.9,2017,8,1,3.79,3,no,,
קונפיטורה תות יד מרד,12.9,2017,8,2,3.79,6,no,,
קונפיטורה תות יד מרד,12.9,2017,8,1,3.79,9,no,,
קונפיטורה תות יד מרד,12.9,2017,8,1,3.79,10,no,,
קונפיטורה תות יד מרד,12.9,2017,8,1,3.79,13,no,,
קונפיטורה תות יד מרד,12.9,2017,8,1,3.79,20,no,,
קונפיטורה תות יד מרד,11.9,2017,8,1,3.5,28,no,,
קונפיטורה תות לייט י,11.9,2015,1,4,4.76,1,no,,
קונפיטורה תות לייט י,11.9,2015,1,1,4.76,3,no,,
קונפיטורה תות לייט י,11.9,2015,1,2,4.76,6,no,,
קונפיטורה תות לייט י,11.9,2015,1,1,4.76,9,no,,
קונפיטורה תות לייט י,9.9,2015,1,1,3.96,10,no,,
קונפיטורה תות לייט י,11.9,2015,1,1,4.76,13,no,,
קונפיטורה תות לייט י,11.9,2015,1,1,4.76,20,no,,
קונפיטורה תות לייט י,11.9,2015,1,1,4.76,28,no,,
קונפיטורה תות שדה 70,11.9,2017,6,4,2.64,1,no,,
קונפיטורה תות שדה 70,11.9,2017,6,1,2.64,3,no,,
קונפיטורה תות שדה 70,11.9,2017,6,1,2.64,9,no,,
קונפיטורה תות שדה 70,11.9,2017,6,1,2.64,10,no,,
קונפיטורה תות שדה 70,11.9,2017,6,1,2.64,13,no,,
קונפיטורה תות שדה 70,11.9,2017,6,1,2.64,20,no,,
קונפיטורה תפוז 70% פ,11.9,2017,6,4,2.64,1,no,,
קונפיטורה תפוז 70% פ,11.9,2017,6,1,2.64,9,no,,
קונפיטורה תפוז 70% פ,11.9,2017,6,1,2.64,10,no,,
קונפיטורה תפוח וקינמ,12.9,2021,8,4,3.79,1,no,,
קונפיטורה תפוח וקינמ,12.9,2021,8,1,3.79,6,no,,
קונפיטורה תפוח וקינמ,12.9,2021,8,1,3.79,9,no,,
קונפיטורה תפוח וקינמ,12.9,2021,8,1,3.79,10,no,,
קונפיטורה תפוח וקינמ,12.9,2021,8,1,3.79,13,no,,
קונפיטורה תפוח וקינמ,12.9,2021,8,1,3.79,20,no,,
קונפיטורה תפוח וקינמ,12.9,2021,8,1,3.79,28,no,,
קוסקוס בינוני דורומי,7.9,2015,1,4,0.88,1,no,,
קוסקוס בינוני דורומי,7.9,2015,1,1,0.88,3,no,,
קוסקוס בינוני דורומי,7.9,2015,1,1,0.88,9,no,,
קוסקוס בינוני דורומי,7.9,2015,1,1,0.88,10,no,,
קוסקוס בינוני דורומי,7.9,2015,1,1,0.88,13,no,,
קוסקוס בינוני דורומי,7.9,2015,1,1,0.88,20,no,,
קוסקוס בינוני דורומי,7.9,2015,1,1,0.88,28,no,,
קוסקוס דק דורומי 900,7.9,2019,3,4,0.88,1,no,,
קוסקוס דק דורומי 900,7.9,2019,3,1,0.88,3,no,,
קוסקוס דק דורומי 900,7.9,2019,3,1,0.88,9,no,,
